search_term,count
"(Absent lacrimal punctum[tiab] OR Aplasia of lacrimal puncta[tiab] OR  Absent lacrimal openings[tiab] OR  Agenesis of the lacrimal punctum[tiab] OR  Lacrimal puncta aplasia[tiab] OR  Absent lacrimal puncta[tiab] OR  Absent lacrimal gland puncta[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",5
"(Ectopic lacrimal punctum[tiab] OR Abnormal position of the lacrimal punctum[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Lacrimal punctal atresia[tiab] OR Atretic lacrimal puncta[tiab] OR  Atretic lacrimal punctum[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",1
"(Punctal stenosis[tiab] OR Lacrimal punctum stenosis[tiab] OR  Stenosis of the lacrimal punctum[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",23
"(Duplicated lacrimal punctum[tiab] OR Double lacrimal puncta[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Hypoplasia of the lacrimal punctum[tiab] OR Hypoplastic lacrimal puncta[tiab] OR  Hypoplasia of the lacrimal puncta[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",5
"(Nasolacrimal sac obstruction[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Nasolacrimal sac epithelial papillary carcinoma[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Nasolacrimal sac lymphoma[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Aplastic/hypoplastic lacrimal glands[tiab] OR  Absent/underdeveloped lacrimal glands[tiab] OR  Absent/underdeveloped tear glands[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Enlarged lacrimal glands[tiab] OR Enlarged tear gland[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",1
"(Sparse eyebrow[tiab] OR  Sparse eyebrow[tiab] OR  Sparse eyebrows[tiab] OR  Hypotrichosis of eyebrow[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",38
"(Thin eyebrow[tiab] OR   Thin eyebrows[tiab] OR  Thin eyebrow[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",10
"(Absent eyebrow[tiab] OR Agenesis of eyebrows[tiab] OR  Absent eyebrow[tiab] OR  Failure of development of eyebrows[tiab] OR  Missing eyebrows[tiab] OR  Aplasia of eyebrows[tiab] OR  Absent eyebrows[tiab] OR  Loss of eyebrows[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",21
"(Extension of eyebrows towards upper eyelid[tiab] OR Extension of eyebrows towards upper eyelid[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Broad lateral eyebrow[tiab] OR Wide lateral eyebrow[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",1
"( Partial duplication of eyebrows[tiab] OR Partial double eyebrow[tiab] OR  Partial duplication of eyebrows[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Lateral canthal tendon laxity[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Medial canthal tendon laxity[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Horizontal eyelid laxity[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",1
"(Floppy eyelid[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",4
"(Vertical eyelid laxity[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Lower eyelid laxity[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Upper eyelid laxity[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Cogan lid twitchLid twitch[tiab] OR  Cogan eyelid twitch[tiab] OR  Eyelid twitch[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",1
"(Lid lag on downgaze[tiab] OR Lid lag[tiab] OR  Eyelid lag[tiab] OR  von Graefe sign[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",6
"(Eyelid fasciculation[tiab] OR Fasciculation of the eyelid[tiab] OR  Eyelid fluttering[tiab] OR  Muscle twitches in eyelid[tiab] OR  Muscle twitches in eye lid[tiab] OR  Twitching around eyes[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",3
"( Hypoplastic nasopharyngeal adenoids[tiab] OR Underdeveloped nasopharyngeal adenoids[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Congenital facial diplegia[tiab] OR Congenital bilateral facial weakness[tiab] OR  Congenital bilateral facial palsy[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",3
"( Atrophy of masseter muscleAtrophied masseter muscle[tiab] OR  Masseter muscle atrophy[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",1
"(Absent eyelashes[tiab] OR  Absent eyelashes[tiab] OR  Agenesis of eyelashes[tiab] OR  Failure of development of eyelashes[tiab] OR  Atrichia of eyelashes[tiab] OR  Aplasia of eyelashes[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",85
"(Sparse eyelashes[tiab] OR  Sparse eyelashes[tiab] OR  Partial absence of eyelashes[tiab] OR  Scant eyelashes[tiab] OR  Scanty eyelashes[tiab] OR  Thin eyelashes[tiab] OR  Hypotrichosis of eyelashes[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",45
"(Sparse lower eyelashes[tiab] OR Sparse lower eyelashes[tiab] OR  Thin lower eyelashes[tiab] OR  Hypotrichosis of lower eyelashes[tiab] OR  Scanty lower eyelashes[tiab] OR  Partial absence of lower eyelashes[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",1
"(Short lower eyelashes[tiab] OR Decreased length of lower eyelashes[tiab] OR  Short lower eyelashes[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Long lower eyelashes[tiab] OR Ciliary trichomegaly of lower eyelashes[tiab] OR  Long lower eyelashes[tiab] OR  Increased length of lower eyelashes[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Long eyelashes in irregular rows[tiab] OR Long eyelashes in irregular rows[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Long upper eyelashes[tiab] OR Long upper eyelashes[tiab] OR  Increased length of upper eyelashes[tiab] OR  Ciliary trichomegaly of upper eyelashes[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",1
"(Sparse upper eyelashes[tiab] OR Partial absence of upper eyelashes[tiab] OR  Sparse upper eyelashes[tiab] OR  Hypotrichosis of upper eyelashes[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Short upper eyelashes[tiab] OR Decreased length of upper eyelashes[tiab] OR  Short upper eyelashes[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",1
"(Distichiasis[tiab] OR Distichiasis of eyelid eyelashes[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",82
"(Three rows of eyelashes[tiab] OR Triple row of eyelashes[tiab] OR  Three rows of eyelashes[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",1
"(Blepharophimosis[tiab] OR  Decreased width of palpebral fissure[tiab] OR  Narrow opening between the eyelids[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",297
"(Long palpebral fissure[tiab] OR Broad opening between the eyelids[tiab] OR  Wide palpebral fissure[tiab] OR  Wide opening between the eyelids[tiab] OR  Long opening between the eyelids[tiab] OR  Broad palpebral fissure[tiab] OR  Wide palpebral fissures[tiab] OR  Long palpebral fissures[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",36
"(Short palpebral fissure[tiab] OR Decreased height of palpebral fissure[tiab] OR  Short palpebral fissures[tiab] OR  Short opening between the eyelids[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",66
